names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
KRTCAP2,0.74844366,0.2137605,0.4541926083638673,1.0,0.23006134969325154,0.20265458077047588
PCK2,0.74835503,0.73735285,0.4542460304380943,1.0,0.06748466257668712,0.04240854645516348
JTB,0.7446636,0.12940502,0.45647509640672956,1.0,0.4325153374233129,0.42602784072515376
CST7,0.7428622,1.1947694,0.45756510918991733,1.0,0.046012269938650305,0.021042408546455164
MGA,0.7422716,0.72786474,0.457922808245955,1.0,0.06441717791411043,0.03949498219488508
RPL10A,0.7404997,0.020360116,0.4589968463008285,1.0,0.9969325153374233,0.9967627063774684
DNM1L,0.7402044,0.70896137,0.45917598978216223,1.0,0.06441717791411043,0.03917125283263192
FOXN3,0.73491824,0.21192959,0.46238927607207303,1.0,0.15644171779141106,0.12949174490126256
DYM,0.7326443,0.6733563,0.4637753774999174,1.0,0.0705521472392638,0.045969569439948205
NNT,0.7315812,0.8672117,0.4644242179786856,1.0,0.05828220858895705,0.033667853674328264
XRN1,0.7307248,0.63474166,0.4649472621874825,1.0,0.0705521472392638,0.045645840077695045
MED8,0.72960263,0.42626774,0.46563312604578955,1.0,0.07975460122699386,0.05438653285853027
RPL36A,0.7294845,-0.051405497,0.4657053549283855,1.0,0.8282208588957055,0.8811913240530916
CCL18,0.7292778,0.7106496,0.4658317704498349,1.0,0.06441717791411043,0.03981871155713823
SIRPG,0.728067,2.1493568,0.4665725868788657,1.0,0.03067484662576687,0.006150857882809971
POU2F1,0.7244641,0.5625866,0.4687808299549915,1.0,0.08282208588957055,0.058595014567821305
